Unnamed: 0,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,RestaurantsTakeOut,BusinessParking,RestaurantsDelivery,WiFi,Caters,BikeParking,RestaurantsPriceRange,BusinessAcceptsCreditCards,OutdoorSeating,WheelchairAccessible,DogsAllowed,GoodForKids,NoiseLevel,Alcohol,HasTV,RestaurantsReservations,Ambience,RestaurantsGoodForGroups,GoodForMeal,RestaurantsAttire,RestaurantsTableService,HappyHour,BusinessAcceptsBitcoin,ByAppointmentOnly,BYOB,DriveThru,Corkage,Smoking,GoodForDancing,Music,BestNights,CoatCheck,BYOBCorkage,AcceptsInsurance,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,weekhour,environment,atmosphere,ambiance,books,noisy,noise,dessert,cake,tiramisu,food,drink,coffee,price,service,open,close,ceremony,bubble,boba,rainbow,taro,green_tea,oolong_tea,black_tea,red_tea,matcha,herbal,jasmine,taiwanese,Atmosphere_Rating,Food_Rating,Price_Rating,Service_Rating,Tea_Ingredients_Rating,Tea_Types_Rating,Overall,Atmosphere_Rating_n,Food_Rating_n,Price_Rating_n,Service_Rating_n,Tea_Ingredients_Rating_n,Tea_Types_Rating_n,environment_n,atmosphere_n,ambiance_n,books_n,noisy_n,noise_n,dessert_n,cake_n,tiramisu_n,food_n,drink_n,coffee_n,price_n,service_n,open_n,close_n,ceremony_n,bubble_n,boba_n,rainbow_n,taro_n,green_tea_n,oolong_tea_n,black_tea_n,red_tea_n,matcha_n,herbal_n,jasmine_n,taiwanese_n,environment_std,atmosphere_std,ambiance_std,books_std,noisy_std,noise_std,dessert_std,cake_std,tiramisu_std,food_std,drink_std,coffee_std,price_std,service_std,open_std,close_std,ceremony_std,bubble_std,boba_std,rainbow_std,taro_std,green_tea_std,oolong_tea_std,black_tea_std,red_tea_std,matcha_std,herbal_std,jasmine_std,taiwanese_std,Suggestions,strengths
43,xyhdMsjlGJdRpn-TvNnj0A,Chatime,145 Brighton Ave,Allston,MA,2134,42.3531365,-71.13168909999999,2.0,69,0,"Coffee & Tea, Desserts, Food, Juice Bars & Smoothies, Bubble Tea",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",TRUE,free,FALSE,TRUE,None,TRUE,FALSE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,84.0,0.0,4.30227,0.0,0.0,0.0,4.612583,4.579282,0.0,0.0,0.0,2.621109,1.0225351999999999,2.2689103999999998,2.6731937,1.3699933000000002,2.413975,0.0,2.6417502999999996,3.111742,0.0,2.9248632999999997,3.5871038,4.3059072,2.897964,0.0,2.0086779999999997,1.2608008,2.588742,3.6780543,4.30227,2.621109,2.2689103999999998,2.6731937,2.910166706,2.703405004,2.913175802,2,48,2,13,82,25,0,2,0,0,0,1,2,0,0,0,48,1,2,13,2,3,0,30,39,0,13,6,1,2,0,9,1,5,1,0.0,0.6243522,0.0,0.0,0.0,0.0,0.03324175,0.0,0.0,0.0,1.267728,0.0,0.46368754,1.1729542,0.069156766,0.8487818000000001,0,1.2580368999999998,1.1982625,0.0,1.3726068999999999,0.7857459,0.0,1.8754292000000001,0.0,0.52571845,0.0,1.3880628000000002,0.0,"You need to improve your atmosphere. And drink quality wasn't good. Many people compalned the price. Consider lower the price? The service was one thing you need to take into account. We suggest you change your open hour. In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? The taro you made was not better than other shops, try to improve the taste of taro. In terms of tea type, we found that the following tea types green tea, black tea, matcha tea, jasmine tea was/were not good as other tea shops, we suggest you improve that part. We suggest you to open less hour in a week. Less than 8 hours a day might be great. ","In the tea type aspect, we found that the following tea types  was/were more popular than other shops! Has free WiFi is great for improving the rating of reviews, keep going! "
44,QuABYDxVsIMZbUAYlqZS1w,The Brewed Leaf,2060 N High St,Columbus,OH,43201,40.00454129999999,-83.00832659999999,5.0,10,1,"Bubble Tea, Food",None,"{garage: False, street: False, validated: False, lot: False, valet: False}",None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.621206,0.0,0.0,4.8970566,4.480243,4.9928665,0.0,4.5720196,4.987342,0.0,4.853592,0.0,0.0,0.0,0.0,4.495647,0.0,0.0,0.0,,3.621206,,4.8970566,4.71139856,4.495647,4.43132704,0,1,0,2,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,6,2,0,2,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10200143,0.0,0.0,0,0.60752004,0.005524874,0.0,0.005367279,0.0,0.0,0.0,0.0,0.3525777,0.0,0.0,0.0,We suggest you to open less hour in a week. Less than 8 hours a day might be great. ,"Services you provided are great, beyond the average. In terms of tea ingredients. Boba and bubble you made are popular. Tora in the tea is delicious. "
45,b5WsI1opmIyQPoUhT6VrwA,Mala Kungfu,155 Brighton Ave,Allston,MA,2134,42.353183,-71.131967,3.0,115,1,"Coffee & Tea, Korean, Barbeque, Japanese, Bubble Tea, Soup, Restaurants, Chinese, Hot Pot, Chicken Wings, Food",TRUE,"{garage: False, street: True, validated: True, lot: False, valet: False}",TRUE,free,TRUE,TRUE,None,TRUE,FALSE,TRUE,FALSE,TRUE,None,beer_and_wine,TRUE,TRUE,"{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: True, upscale: True, classy: False, casual: True}",TRUE,"{dessert: False, latenight: False, lunch: False, dinner: True, brunch: False, breakfast: False}",casual,TRUE,TRUE,FALSE,FALSE,TRUE,None,TRUE,None,None,None,None,None,None,None,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,70.0,4.436296,4.9154160000000005,2.5005622000000005,0.0,0.0,0.0,0.0,0.0,0.0,2.864046,3.5338914,0.0,2.1344267999999995,3.1098988,2.7389414,2.1812341,0.0,0.0,0.0,0.0,0.0,0.0,4.626812,0.0,4.3308544,0.0,0.0,0.0,0.0,4.228208314,2.884344345,2.1344267999999995,3.1098988,,4.4788332,3.367142292,7,132,19,29,0,2,5,1,1,0,0,0,0,0,0,128,4,0,19,29,4,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0.8528201999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4265047,1.1954683000000002,0.0,0.71217436,1.5003245,0.9643589,0.7360121000000001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,We found Food quality wasn't good. Many people compalned the price. Consider lower the price? The service was one thing you need to take into account. We suggest you change your open hour. We suggest you to open less hour in a week. Less than 8 hours a day might be great. ,"The drinks are way above the average. Has free WiFi is great for improving the rating of reviews, keep going! "
46,AJ7POJg-otBUQvABCzaNlw,Shiny Tea,"4000 No 3 Rd, Ste 2340",Richmond,BC,V6X 0J8,49.18385870000001,-123.1353145,3.5,60,1,"Food, Bubble Tea, Taiwanese, Restaurants, Coffee & Tea, Tea Rooms",TRUE,"{garage: False, street: True, validated: True, lot: False, valet: False}",TRUE,free,FALSE,FALSE,None,None,FALSE,TRUE,FALSE,TRUE,average,none,FALSE,FALSE,"{touristy: False, hipster: False, romantic: False, intimate: False, trendy: False, upscale: False, classy: False, casual: True}",TRUE,"{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}",casual,FALSE,None,None,FALSE,None,None,None,None,None,None,None,None,None,None,11:0-19:0,11:0-19:0,11:0-19:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-19:0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.728662,2.846938,2.8805888,2.8068283,2.5991735,2.8787835,0.0,0.0,3.5062877999999995,3.0951545,0.0,3.1513857999999995,3.486168,4.7926035,3.9570703999999997,0.0,1.9206623,0.0,3.7391882000000005,3.3074949,,2.83665313,2.8068283,2.5991735,3.415265161,3.493441254,3.0302722689999997,0,46,5,12,62,26,0,0,0,0,0,0,0,0,0,4,42,7,5,12,2,0,0,48,12,0,2,9,2,4,0,2,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52529126,1.0508745000000002,1.3114243,1.1337688,1.2752231,0.20976329,0.0,0,1.0004714,1.1201696,0.0,0.8033508,0.87607086,0.025933266,1.1277291999999999,0.0,0.30492842,0.0,0.0,0.9880856,"We found Food quality wasn't good. And drink quality wasn't good. Many people compalned the price. Consider lower the price? The service was one thing you need to take into account. We suggest you change your open hour. In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? The taro you made was not better than other shops, try to improve the taste of taro. In terms of tea type, we found that the following tea types green tea, black tea, matcha tea was/were not good as other tea shops, we suggest you improve that part. We suggest you to open less hour in a week. Less than 8 hours a day might be great. ","In the tea type aspect, we found that the following tea types oolong tea was/were more popular than other shops! Has free WiFi is great for improving the rating of reviews, keep going! "
47,Pks7rR6wmsl6feKPqG7NcA,Sweet Seed,119 E Ponce De Leon Ave,Decatur,GA,30030,33.77547228,-84.29554551,4.5,51,1,"Food, Juice Bars & Smoothies, Bubble Tea, Restaurants, Salad, Poke",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",TRUE,free,FALSE,TRUE,None,TRUE,FALSE,None,None,TRUE,average,none,FALSE,FALSE,"{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: False, upscale: False, classy: False, casual: True}",TRUE,"{dessert: False, latenight: False, lunch: True, dinner: True, brunch: False, breakfast: False}",casual,FALSE,None,None,None,None,None,None,None,None,None,None,None,None,None,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,9:0-20:0,10:0-20:0,81.0,0.0,4.850868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2828667,3.3252303999999997,0.0,3.8542507000000006,4.6879663,1.7701782,4.559722,0.0,0.0,3.8408491999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.850868,3.2991604310000002,3.8542507000000006,4.6879663,3.8408491999999996,,4.106618926,1,13,5,5,4,0,0,1,0,0,0,0,0,0,0,8,5,0,5,5,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3287203,1.1043664,0.0,0.9567482,0.33862892,0.6729611,0.18010998,0,0.0,0.9197226000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"We found Food quality wasn't good. And drink quality wasn't good. We suggest you change your open hour. In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? We suggest you to open less hour in a week. Less than 8 hours a day might be great. ","The price you set are reasonable, customers praise the price a lot. Services you provided are great, beyond the average. Has free WiFi is great for improving the rating of reviews, keep going! "
48,GDu_-BsZQODxN-KXQDiGgA,TM Banh Mi,6812 NE Broadway St,Portland,OR,97213,45.534717799999996,-122.59286329999999,4.5,102,1,"Bubble Tea, Food, Vietnamese, Restaurants, Sandwiches",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",TRUE,free,TRUE,FALSE,None,TRUE,FALSE,None,None,TRUE,quiet,none,FALSE,FALSE,"{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: False, upscale: False, classy: False, casual: True}",FALSE,"{dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False}",casual,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0:0-0:0,11:0-16:0,11:0-16:0,11:0-16:0,11:0-16:0,10:0-16:0,11:0-16:0,31.0,4.5557027,0.0,0.0,0.0,0.0,0.0,4.283156,0.0,0.0,3.4980364,3.1790154,2.8334923,4.5827413,3.8744996,4.470032,3.2959077000000003,0.0,4.713674500000001,3.4686787000000003,0.0,4.630603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5557027,3.428250556,4.5827413,3.8744996,4.236417138,,4.135522259,2,32,11,23,8,0,2,0,0,0,0,0,1,0,0,25,7,10,11,23,4,9,0,4,3,0,1,0,0,0,0,0,0,0,0,0.43362236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2491285,1.6270228999999998,1.3217713,0.49140263,1.2903714,0.32407168,1.281379,0,0.11205812,1.4761485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"We found Food quality wasn't good. And drink quality wasn't good. We suggest you adjust your close hour. In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? ","The price you set are reasonable, customers praise the price a lot. Services you provided are great, beyond the average. Has free WiFi is great for improving the rating of reviews, keep going! "
49,ozjedswP1mzbuj8wpGb2fw,Ben Gongs Tea,5308 Grimmer Street,Burnaby,BC,V5H 2H2,49.223456799999994,-122.9869412,4.0,12,1,"Food, Tea Rooms, Bubble Tea",TRUE,Noparking,TRUE,None,FALSE,TRUE,None,None,None,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8148910000000003,0.0,0.0,0.0,3.7490156000000003,0.0,0.0,0.0,0.0,0.0,0.0,4.1017222,0.0,0.0,0.0,1.6676988999999998,0.0,2.9389842,0.0,4.129731,0.0,0.0,0.0,,3.7490156000000003,,,4.1017222,3.077760238,3.6428326789999996,0,7,0,0,6,8,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,6,0,0,0,1,0,5,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7995015000000001,0.0,0.0,0.0,0.0,0.0,0,0.5628115,0.0,0.0,0.0,0.0,0.0,0.9840839,0.0,0.8560697,0.0,0.0,0.0,"In terms of tea type, we found that the following tea types black tea was/were not good as other tea shops, we suggest you improve that part. We suggest you to open less hour in a week. Less than 8 hours a day might be great. ","The drinks are way above the average. In the tea type aspect, we found that the following tea types matcha tea was/were more popular than other shops! "
50,OvQgfNIjq9HhF-5Trk616Q,The Skewer Bar,1425 NW 185th Ave,Beaverton,OR,97006,45.5302505,-122.86890700000001,4.0,28,1,"Taiwanese, Restaurants, Bars, Chinese, Barbeque, Bubble Tea, Nightlife, Food",TRUE,"{garage: False, street: False, validated: False, lot: True, valet: False}",TRUE,no,TRUE,TRUE,None,TRUE,TRUE,TRUE,None,None,None,beer_and_wine,FALSE,TRUE,None,None,None,None,TRUE,TRUE,None,None,FALSE,None,FALSE,outdoor,None,None,None,None,None,None,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0,72.0,4.6935167,4.9744425,0.0,0.0,0.0,0.0,4.8019685999999995,3.6190542999999997,4.224518,3.9532260000000004,3.284811,0.0,3.0317867,4.446235700000001,4.9680004,1.16324,0.0,0.0,3.9228191,0.0,3.5014043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8296185,4.833979599999999,3.908665,3.0317867,4.446235700000001,3.75425318,4.8296185,4.13408978,2,15,6,4,10,1,1,1,0,0,0,0,1,1,2,14,1,0,6,4,1,1,0,0,6,0,4,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.605464,1.215609,0.0,0.0,0.57792795,0.8003100999999999,0.0,0.0,0,0.0,0.86740917,0.0,1.2669378999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Many people compalned the price. Consider lower the price? In terms of tea ingredients. The taro you made was not better than other shops, try to improve the taste of taro. We suggest you to open less hour in a week. Less than 8 hours a day might be great. WiFi is an import factor to improve the ratings, consider have a free WiFi in store.","The food are very delicious. Services you provided are great, beyond the average. "
51,T-hi9Q0TZArbK5EITTClDw,Beard Papas,145 Brighton Ave,Boston,MA,2134,42.35308042,-71.13141911,3.5,82,0,"Coffee & Tea, Desserts, Bakeries, Bubble Tea, Food",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",TRUE,free,FALSE,TRUE,None,TRUE,FALSE,TRUE,None,None,average,None,None,None,None,None,None,None,None,None,None,None,None,FALSE,None,None,None,None,None,None,None,None,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,84.0,0.0,3.5547822,0.0,0.0,0.0,0.0,3.7772567,0.0,0.0,2.1898859,4.149998,3.1840284,3.7823407999999996,3.549356,2.4063988,3.9586446000000004,0.0,2.944492,4.1559114,0.0,2.5284395,4.006042,0.0,0.0,0.0,3.4547691,0.0,0.0,0.0,3.5547822,3.16994195,3.7823407999999996,3.549356,3.17013378,3.887912093,3.5190778039999997,1,12,3,16,25,28,0,1,0,0,0,0,14,0,0,6,6,1,3,16,5,2,0,19,5,0,1,22,0,0,0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0243858000000001,0.0,0.0,1.0844884,0.7513141,0.0,0.73574424,1.6092973999999998,1.0426687,0.49057603,0,1.1273245,0.5632693,0.0,0.0,0.8083657,0.0,0.0,0.0,0.46193632,0.0,0.0,0.0,"Some people complained about your desserts, we suggest pay more attention on your desserts. We found Food quality wasn't good. The service was one thing you need to take into account. We suggest you change your open hour. In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? In terms of tea type, we found that the following tea types green tea, matcha tea was/were not good as other tea shops, we suggest you improve that part. We suggest you to open less hour in a week. Less than 8 hours a day might be great. ","The drinks are way above the average. The price you set are reasonable, customers praise the price a lot. In the tea type aspect, we found that the following tea types  was/were more popular than other shops! Has free WiFi is great for improving the rating of reviews, keep going! "
52,wyW5mYjEfniEtQmJrv6p1w,Boba Monster,5766 Fraser Street,Vancouver,BC,V5W 2Z5,49.232198700000005,-123.09040619999999,4.0,74,1,"Tea Rooms, Bubble Tea, Desserts, Juice Bars & Smoothies, Coffee & Tea, Food",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",TRUE,free,FALSE,TRUE,None,None,FALSE,TRUE,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0:0-0:0,None,13:0-22:0,13:0-22:0,11:45-22:0,12:30-22:0,12:30-22:0,47.25,2.9624712000000004,4.3130746,0.0,0.0,0.0,0.0,0.0,4.9767704,0.0,4.0593699999999995,3.3908669999999996,0.0,3.313179,4.1227174,2.8709759999999998,4.6314235,0.0,3.9900708,4.0271419999999996,0.0,3.710611,3.8396595000000002,1.9229615000000002,4.5422405999999995,0.0,4.364222,0.0,3.7989629999999996,0.0,3.806598325,3.403974902,3.313179,4.1227174,3.995128803,3.9887795560000003,3.771729664,8,51,13,25,137,16,3,5,0,0,0,0,0,1,0,1,50,0,13,25,4,1,0,50,79,0,8,6,1,4,0,3,0,2,0,1.225024,0.388519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2773093999999998,0.0,1.4177426000000002,1.0992959,1.0696579,0.0,0,1.1102604999999999,1.0632766000000002,0.0,1.055024,0.8994174,0.0,0.49521008,0.0,0.39509442,0.0,1.0873351,0.0,"Seems like you need to work hard on improving your environment, atmosphere etc. Many people compalned the price. Consider lower the price? We suggest you change your open hour. In terms of tea ingredients. The taro you made was not better than other shops, try to improve the taste of taro. In terms of tea type, we found that the following tea types green tea, jasmine tea was/were not good as other tea shops, we suggest you improve that part. ","The drinks are way above the average. Services you provided are great, beyond the average. In terms of tea ingredients. Boba and bubble you made are popular. In the tea type aspect, we found that the following tea types black tea, matcha tea was/were more popular than other shops! Has free WiFi is great for improving the rating of reviews, keep going! "
53,b4PgITSqSWoPhyJ-Mjko7Q,Mojo Crepes,"8409 SE Division St, Ste A",Portland,OR,97266,45.5047713,-122.5764446,4.0,219,1,"Desserts, Food, Hot Dogs, Bubble Tea, Creperies, Restaurants",TRUE,"{garage: False, street: True, validated: False, lot: False, valet: False}",FALSE,free,FALSE,TRUE,None,TRUE,TRUE,TRUE,FALSE,TRUE,average,none,TRUE,FALSE,"{romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True}",TRUE,"{dessert: True, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: False}",casual,FALSE,FALSE,None,None,FALSE,FALSE,FALSE,None,None,None,None,None,None,None,12:0-22:0,12:0-22:0,12:0-22:0,12:0-20:0,12:0-22:0,12:0-22:0,12:0-22:0,68.0,4.0424476,3.7248763999999994,3.726357,4.3912544,2.5631719,0.0,3.9222754999999996,0.0,0.0,3.664789,3.3751254,4.3568935,3.4355629999999997,3.5837827000000004,3.3294973,2.7181637000000003,0.0,3.894747,3.7401332999999997,4.330407,3.7110236000000003,4.3673053,0.0,0.0,0.0,2.6986191,0.0,1.8105435,3.795404,3.83617438,3.619730218,3.4355629999999997,3.5837827000000004,3.830869305,3.9633623539999996,3.7115803260000004,20,45,13,41,141,28,7,11,2,1,1,0,28,0,0,38,7,2,13,41,8,6,0,81,48,1,11,19,0,0,0,2,0,2,5,0.80035836,1.0808406000000002,1.1729139,0.0,0.0,0.0,0.8876284,0.0,0.0,1.2783132,0.8094722,0.29599285,1.1755787,1.3362964,1.4432874,1.2623616000000002,0,1.0226594,0.959723,0.0,1.1984905000000001,0.59971195,0.0,0.0,0.0,1.2988645,0.0,0.62825775,0.84599745,"Seems like you need to work hard on improving your atmosphere, environment and ambiance etc. Many people compalned the price. Consider lower the price? The service was one thing you need to take into account. We suggest you change your open hour. In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? The taro you made was not better than other shops, try to improve the taste of taro. In terms of tea type, we found that the following tea types matcha tea, jasmine tea was/were not good as other tea shops, we suggest you improve that part. We suggest you to open less hour in a week. Less than 8 hours a day might be great. ","You are doing great at ambiance aspect, keep going! The drinks are way above the average. The food are very delicious. In the tea type aspect, we found that the following tea types green tea was/were more popular than other shops! Has free WiFi is great for improving the rating of reviews, keep going! "
54,6A1xmbfx_m8fnb0LCRKr8w,Green Apple Froyo & Bubble T,4328 SE 82nd Ave,Portland,OR,97266,45.4907604,-122.57846459999999,3.5,70,1,"Ice Cream & Frozen Yogurt, Food, Bubble Tea",TRUE,"{garage: False, street: False, validated: False, lot: True, valet: False}",None,free,FALSE,TRUE,None,TRUE,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-21:0,12:0-21:0,12:0-20:0,58.0,4.989559,3.9581192,0.0,0.0,0.0,0.0,4.633786,4.091126399999999,0.0,4.110733,4.0148835,0.0,3.469003,3.3729932000000002,1.7761769,3.723679,0.0,3.3299856,3.4610559999999997,4.4699955000000005,3.6954148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.473839099999999,4.078783167,3.469003,3.3729932000000002,3.464800982,,3.77188389,2,3,3,15,17,0,1,1,0,0,0,0,2,1,0,2,1,0,3,15,1,4,0,9,6,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15419292,0.0,0.0,0.2870705,0.0,0.0,0.67293066,1.5153185,0.0,0.81389934,0,0.9870051999999999,1.2115363000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"The service was one thing you need to take into account. In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? We suggest you to open less hour in a week. Less than 8 hours a day might be great. ","The food are very delicious. The price you set are reasonable, customers praise the price a lot. Has free WiFi is great for improving the rating of reviews, keep going! "
55,ChOkLSVZ2STjOVc1PDBnsw,Pekoe Sip House,1225 Alpine Ave,Boulder,CO,80304,40.0260049,-105.2815103,4.0,71,1,"Food, Cafes, Restaurants, Coffee & Tea, Bubble Tea",TRUE,"{garage: False, street: False, validated: False, lot: True, valet: False}",TRUE,free,FALSE,TRUE,None,TRUE,TRUE,None,None,TRUE,average,none,TRUE,FALSE,"{touristy: False, hipster: False, romantic: False, divey: False, intimate: False, trendy: True, upscale: False, classy: False, casual: True}",FALSE,"{dessert: False, latenight: False, lunch: False, dinner: False, brunch: False, breakfast: True}",casual,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,9:0-16:0,57.0,4.6608220000000005,4.539864499999999,0.0,0.0,3.7705648000000003,0.0,0.0,0.0,0.0,4.2787266,3.5283617999999994,4.040451999999999,0.0,3.8443004999999997,2.738669,3.447218,0.0,4.017869999999999,3.4264405,0.0,4.2815449999999995,4.3072624,4.8403415999999995,4.398887,4.853368799999999,4.7657447,0.0,4.106166,0.0,4.5744237860000005,3.67843476,,3.8443004999999997,3.6564664060000003,4.431681793,4.037061448999999,7,25,0,10,32,14,2,5,0,0,1,0,0,0,0,5,20,26,0,10,1,2,0,11,20,0,1,4,1,1,1,3,0,4,0,0.24182510000000002,0.19853856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44786367,1.2751309,0.8923913,0.0,1.3346446,0.0,1.1650801000000002,0,1.0337162,1.227058,0.0,0.0,0.5749996,0.0,0.0,0.0,0.12621468,0.0,0.44824687,0.0,"We suggest you adjust your close hour. In terms of tea ingredients. A lot of reviews with negative sentiment talked about boba and bubble, considering improve them? We suggest you to open less hour in a week. Less than 8 hours a day might be great. ","The drinks are way above the average. The food are very delicious. Services you provided are great, beyond the average. Has free WiFi is great for improving the rating of reviews, keep going! "
